scenario,target,trials,median_direct_request_p50_latency_us,median_transparent_request_p50_latency_us,median_transparent_vs_direct_request_p50_latency_us_pct,median_direct_request_p95_latency_us,median_transparent_request_p95_latency_us,median_transparent_vs_direct_request_p95_latency_us_pct,median_direct_storage_wait_us,median_transparent_storage_wait_us,median_transparent_vs_direct_storage_wait_us_pct,median_direct_operation_rate,median_transparent_operation_rate,median_transparent_vs_direct_operation_rate_pct
conversation,local,3,15415.748,15965.01,2.756663812137895,86955.415,90117.192,3.6360898283332923,25969055.558,26956714.8,3.4823154525644875,2067.92272,1992.1567,-3.365130995159218
conversation,remote,3,5806.183,6498.322,11.92072313256403,30658.872,34217.316,11.627860545574205,9293691.502,10406380.883,11.97252330530391,5778.328234,5160.487647,-10.692376098757974
toolagent,local,3,8162.334,8264.522,2.2318711698335827,55179.815,56291.699,0.8196737753644976,16894203.317,17280496.397,1.9060979992764695,2086.928832,2040.277038,-1.8704454848819871
toolagent,remote,3,3154.952,3304.742,5.654539276667273,18239.526,20988.721,16.01713772605712,5862573.77,6572549.071,13.712967589659858,6013.911532,5364.280984,-12.059282151741503
