scenario,target,trials,median_direct_request_p50_latency_us,median_transparent_request_p50_latency_us,median_transparent_vs_direct_request_p50_latency_us_pct,median_direct_request_p95_latency_us,median_transparent_request_p95_latency_us,median_transparent_vs_direct_request_p95_latency_us_pct,median_direct_storage_wait_us,median_transparent_storage_wait_us,median_transparent_vs_direct_storage_wait_us_pct,median_direct_operation_rate,median_transparent_operation_rate,median_transparent_vs_direct_operation_rate_pct
toolagent,local,3,7262.022,7436.062,2.1556255268849416,49046.957,50809.973,3.59454716018365,336775678.578991,347710857.778979,3.311331072082255,2109.225948,2042.892777,-3.2051963927384683
toolagent,remote,3,2673.741,2774.561,3.7707466804002396,16067.216,18003.682,12.033969747250394,113644535.550002,125608139.492008,10.527214427078361,6250.507308,5655.174918,-9.524545139528705
