scenario,target,trials,median_direct_request_p50_latency_us,median_transparent_request_p50_latency_us,median_transparent_vs_direct_request_p50_latency_us_pct,median_direct_request_p95_latency_us,median_transparent_request_p95_latency_us,median_transparent_vs_direct_request_p95_latency_us_pct,median_direct_storage_wait_us,median_transparent_storage_wait_us,median_transparent_vs_direct_storage_wait_us_pct,median_direct_operation_rate,median_transparent_operation_rate,median_transparent_vs_direct_operation_rate_pct
conversation,local,3,16611.875,17508.965,5.409952650146977,87259.449,90525.949,4.735111562065784,13275900.656,14025866.246,5.588267369298675,2099.066626,1986.829156,-5.292507867843263
conversation,remote,3,5279.543,5860.473,11.062737816511769,29077.377,32506.521,11.793168276492064,4205293.374,4670421.022,11.250624996178184,6626.648255,5966.699762,-10.112864533134916
toolagent,local,3,8090.414,8015.838,-1.526577734950041,57271.748,52330.998,-8.626853854713847,8219431.659,8492527.022,2.490939494879697,2124.234463,2055.925163,-2.430399714657374
toolagent,remote,3,2566.33,2648.05,3.320071853580801,16220.152,18031.463,11.16704085140509,2669729.78,2930407.454,10.329510839108229,6539.987729,5958.215802,-9.362418774654554
