requests,scenario,target,request_p50_overhead_pct,request_p95_overhead_pct,storage_wait_overhead_pct,operation_rate_delta_pct
500,conversation,local,5.962413958977769,4.488209629296111,6.24782295846871,-5.880424470530265
500,conversation,remote,13.21417568765748,14.374944689435607,13.90769494815629,-12.209618460677065
500,toolagent,local,-4.999834992420179,-5.053509188433081,0.8977154731210736,-0.8897282307537449
500,toolagent,remote,9.04655381902189,25.089137389245863,13.504656371835724,-11.897887533947351
1000,conversation,local,2.756663812137895,3.6360898283332923,3.4823154525644875,-3.365130995159218
1000,conversation,remote,11.92072313256403,11.627860545574205,11.97252330530391,-10.692376098757974
1000,toolagent,local,2.2318711698335827,0.8196737753644976,1.9060979992764695,-1.8704454848819871
1000,toolagent,remote,5.654539276667273,16.01713772605712,13.712967589659858,-12.059282151741503
