scenario,target,trials,median_direct_request_p50_latency_us,median_transparent_request_p50_latency_us,median_transparent_vs_direct_request_p50_latency_us_pct,median_direct_request_p95_latency_us,median_transparent_request_p95_latency_us,median_transparent_vs_direct_request_p95_latency_us_pct,median_direct_storage_wait_us,median_transparent_storage_wait_us,median_transparent_vs_direct_storage_wait_us_pct,median_direct_operation_rate,median_transparent_operation_rate,median_transparent_vs_direct_operation_rate_pct
conversation,local,3,12922.868,13362.904,3.405095525234801,72843.779,75483.558,3.799978234385088,268497332.33203,280079593.569018,4.2511304067159195,2107.276058,2020.132894,-4.077778735907786
conversation,remote,3,4284.162,4840.061,12.975676456679262,24629.717,27563.91,12.355436321091307,89930665.521001,100957175.651,12.26112368469467,6291.491303,5604.336654,-10.921967716498965
