scenario,target,trials,median_direct_request_p50_latency_us,median_transparent_request_p50_latency_us,median_transparent_vs_direct_request_p50_latency_us_pct,median_direct_request_p95_latency_us,median_transparent_request_p95_latency_us,median_transparent_vs_direct_request_p95_latency_us_pct,median_direct_storage_wait_us,median_transparent_storage_wait_us,median_transparent_vs_direct_storage_wait_us_pct,median_direct_operation_rate,median_transparent_operation_rate,median_transparent_vs_direct_operation_rate_pct
conversation,local,3,16648.567,17726.766,7.344593835201017,87870.003,91319.004,4.571691723419505,13415509.212,14126536.55,6.73403912333717,2077.22268,1972.670364,-6.309176692413739
conversation,remote,3,5566.567,6183.752,11.480379199603636,30097.615,32696.23,10.87795890862445,4304156.889,4891562.702,14.417267492871815,6474.438716,5696.952426,-12.600604620504066
toolagent,local,3,8531.423,7687.226,-10.452830694194407,57705.239,53184.745,-7.215579846265498,8384324.899,8414272.235,0.3571824369970565,2082.457468,2075.045769,-0.35591118252794135
toolagent,remote,3,2638.47,2872.659,8.468822178748994,16844.422,18914.103,12.28704077824695,2736953.261,3068331.816,12.107570842438298,6379.35629,5690.388474,-10.799958250960136
