scenario,target,trials,median_direct_request_p50_latency_us,median_transparent_request_p50_latency_us,median_transparent_vs_direct_request_p50_latency_us_pct,median_direct_request_p95_latency_us,median_transparent_request_p95_latency_us,median_transparent_vs_direct_request_p95_latency_us_pct,median_direct_storage_wait_us,median_transparent_storage_wait_us,median_transparent_vs_direct_storage_wait_us_pct,median_direct_operation_rate,median_transparent_operation_rate,median_transparent_vs_direct_operation_rate_pct
conversation,local,3,16776.979,17694.4,5.785185806499103,87121.36,91336.237,4.837937562039887,13373677.659,14106734.817,5.366026985669327,2100.917991,1991.743686,-5.092748717124613
conversation,remote,3,5400.816,6175.28,13.212922306162922,29531.027,33411.877,13.141601881979934,4292512.963,4863312.138,12.854305804582946,6545.583028,5777.338407,-11.390177550267172
toolagent,local,3,11365.216,11854.805,4.307784383508417,57521.312,52771.381,-5.836516449833719,8864675.41,8845267.841,0.47973668357289406,2082.873782,2087.443855,-0.47744621482009897
toolagent,remote,3,3868.851,4315.901,11.654330339345364,16623.381,18868.581,13.766703920477163,2848277.569,3179351.752,11.685715440908517,6482.514275,5807.473171,-10.463034949182454
